ts_ns	event	pid	ppid	comm	class	action
65255083900039	exit	138164	0		tool	none
65255084006053	fork	138167	138056	sh	tool	moved:toolexec
65255084091638	fork	138168	138167	sh	tool	moved:toolexec
65255084138050	fork	138169	138167	sh	tool	moved:toolexec
65255084270837	exec	138168	138167	find	tool	none
65255084281719	exec	138169	138167	wc	tool	none
65255084735900	exit	138168	0		tool	none
65255084742752	exit	138169	0		tool	none
65255084794425	exit	138167	0		tool	none
65255084875394	fork	138170	138056	sh	tool	moved:toolexec
65255084961893	fork	138171	138170	sh	tool	moved:toolexec
65255085009660	fork	138172	138170	sh	tool	moved:toolexec
65255085138430	exec	138171	138170	find	tool	none
65255085161910	exec	138172	138170	wc	tool	none
65255085617108	exit	138171	0		tool	none
65255085618024	exit	138172	0		tool	none
65255085676469	exit	138170	0		tool	none
65255085754970	fork	138173	138056	sh	tool	moved:toolexec
65255085855491	fork	138174	138173	sh	tool	moved:toolexec
65255085907720	fork	138175	138173	sh	tool	moved:toolexec
65255086064999	exec	138174	138173	find	tool	none
65255086079262	exec	138175	138173	wc	tool	none
65255086537765	exit	138174	0		tool	none
65255086539956	exit	138175	0		tool	none
65255086597555	exit	138173	0		tool	none
65255086680104	fork	138176	138056	sh	tool	moved:toolexec
65255086778306	fork	138177	138176	sh	tool	moved:toolexec
65255086824968	fork	138178	138176	sh	tool	moved:toolexec
65255086970084	exec	138177	138176	find	tool	none
65255086985674	exec	138178	138176	wc	tool	none
65255087446891	exit	138177	0		tool	none
65255087452735	exit	138178	0		tool	none
65255087506643	exit	138176	0		tool	none
65255087583811	fork	138179	138056	sh	tool	moved:toolexec
65255087679630	fork	138180	138179	sh	tool	moved:toolexec
65255087731200	fork	138181	138179	sh	tool	moved:toolexec
65255087876109	exec	138180	138179	find	tool	none
65255087896561	exec	138181	138179	wc	tool	none
65255088355423	exit	138180	0		tool	none
65255088357676	exit	138181	0		tool	none
65255088411340	exit	138179	0		tool	none
65255088495216	fork	138182	138056	sh	tool	moved:toolexec
65255088578868	fork	138183	138182	sh	tool	moved:toolexec
65255088623169	fork	138184	138182	sh	tool	moved:toolexec
65255088767368	exec	138183	138182	find	tool	none
65255088781093	exec	138184	138182	wc	tool	none
65255089249373	exit	138183	0		tool	none
65255089261152	exit	138184	0		tool	none
65255089307954	exit	138182	0		tool	none
65255089392324	fork	138185	138056	sh	tool	moved:toolexec
65255089477060	fork	138186	138185	sh	tool	moved:toolexec
65255089522155	fork	138187	138185	sh	tool	moved:toolexec
65255089662653	exec	138186	138185	find	tool	none
65255089682651	exec	138187	138185	wc	tool	none
65255090138150	exit	138186	0		tool	none
65255090138843	exit	138187	0		tool	none
65255090196236	exit	138185	0		tool	none
65255090274368	fork	138188	138056	sh	tool	moved:toolexec
65255090378397	fork	138189	138188	sh	tool	moved:toolexec
65255090421640	fork	138190	138188	sh	tool	moved:toolexec
65255090569924	exec	138189	138188	find	tool	none
65255090583747	exec	138190	138188	wc	tool	none
65255091040142	exit	138189	0		tool	none
65255091040962	exit	138190	0		tool	none
65255091100062	exit	138188	0		tool	none
65255091191471	fork	138191	138056	sh	tool	moved:toolexec
65255091299173	fork	138192	138191	sh	tool	moved:toolexec
65255091344873	fork	138193	138191	sh	tool	moved:toolexec
65255091490227	exec	138192	138191	find	tool	none
65255091510137	exec	138193	138191	wc	tool	none
65255091956034	exit	138192	0		tool	none
65255091956933	exit	138193	0		tool	none
65255092016956	exit	138191	0		tool	none
65255092106136	fork	138194	138056	sh	tool	moved:toolexec
65255092193472	fork	138195	138194	sh	tool	moved:toolexec
65255092232475	fork	138196	138194	sh	tool	moved:toolexec
65255092361893	exec	138195	138194	find	tool	none
65255092390861	exec	138196	138194	wc	tool	none
65255092843130	exit	138195	0		tool	none
65255092845928	exit	138196	0		tool	none
65255092898910	exit	138194	0		tool	none
65255092995514	fork	138197	138056	sh	tool	moved:toolexec
65255093084595	fork	138198	138197	sh	tool	moved:toolexec
65255093131408	fork	138199	138197	sh	tool	moved:toolexec
65255093400026	exec	138198	138197	find	tool	none
65255093443403	exec	138199	138197	wc	tool	none
65255093929425	exit	138198	0		tool	none
65255093943463	exit	138199	0		tool	none
65255093988702	exit	138197	0		tool	none
65255094052984	fork	138200	138056	sh	tool	moved:toolexec
65255094161405	fork	138201	138200	sh	tool	moved:toolexec
65255094205269	fork	138202	138200	sh	tool	moved:toolexec
65255094336208	exec	138201	138200	find	tool	none
65255094379778	exec	138202	138200	wc	tool	none
65255094819257	exit	138201	0		tool	none
65255094822552	exit	138202	0		tool	none
65255094888889	exit	138200	0		tool	none
65255094971336	fork	138203	138056	sh	tool	moved:toolexec
65255095073649	fork	138204	138203	sh	tool	moved:toolexec
65255095110708	fork	138205	138203	sh	tool	moved:toolexec
65255095253525	exec	138204	138203	find	tool	none
65255095271210	exec	138205	138203	wc	tool	none
65255095735697	exit	138204	0		tool	none
65255095746880	exit	138205	0		tool	none
65255095801786	exit	138203	0		tool	none
65255095894072	fork	138206	138056	sh	tool	moved:toolexec
65255096005660	fork	138207	138206	sh	tool	moved:toolexec
65255096044862	fork	138208	138206	sh	tool	moved:toolexec
65255096176815	exec	138207	138206	find	tool	none
65255096211497	exec	138208	138206	wc	tool	none
65255096645709	exit	138207	0		tool	none
65255096651388	exit	138208	0		tool	none
65255096715534	exit	138206	0		tool	none
65255096825470	fork	138209	138056	sh	tool	moved:toolexec
65255096924970	fork	138210	138209	sh	tool	moved:toolexec
65255096961818	fork	138211	138209	sh	tool	moved:toolexec
65255097111514	exec	138210	138209	find	tool	none
65255097128613	exec	138211	138209	wc	tool	none
65255097579719	exit	138210	0		tool	none
65255097588855	exit	138211	0		tool	none
65255097640224	exit	138209	0		tool	none
65255097696005	fork	138212	138056	sh	tool	moved:toolexec
65255097789472	fork	138213	138212	sh	tool	moved:toolexec
65255097834956	fork	138214	138212	sh	tool	moved:toolexec
65255097963207	exec	138213	138212	find	tool	none
65255097997545	exec	138214	138212	wc	tool	none
65255098419344	exit	138213	0		tool	none
65255098423483	exit	138214	0		tool	none
65255098476942	exit	138212	0		tool	none
65255098537439	fork	138215	138056	sh	tool	moved:toolexec
65255098624728	fork	138216	138215	sh	tool	moved:toolexec
65255098669108	fork	138217	138215	sh	tool	moved:toolexec
65255098795576	exec	138216	138215	find	tool	none
65255098820444	exec	138217	138215	wc	tool	none
65255099240347	exit	138216	0		tool	none
65255099248790	exit	138217	0		tool	none
65255099297686	exit	138215	0		tool	none
65255099352103	fork	138218	138056	sh	tool	moved:toolexec
65255099437875	fork	138219	138218	sh	tool	moved:toolexec
65255099485981	fork	138220	138218	sh	tool	moved:toolexec
65255099611165	exec	138219	138218	find	tool	none
65255099631593	exec	138220	138218	wc	tool	none
65255100072443	exit	138219	0		tool	none
65255100076331	exit	138220	0		tool	none
65255100127518	exit	138218	0		tool	none
65255100184254	fork	138221	138056	sh	tool	moved:toolexec
65255100294306	fork	138222	138221	sh	tool	moved:toolexec
65255100349333	fork	138223	138221	sh	tool	moved:toolexec
65255100453115	exec	138222	138221	find	tool	none
65255100513462	exec	138223	138221	wc	tool	none
65255100928231	exit	138222	0		tool	none
65255100936586	exit	138223	0		tool	none
65255101006810	exit	138221	0		tool	none
65255101059643	fork	138224	138056	sh	tool	moved:toolexec
65255101148969	fork	138225	138224	sh	tool	moved:toolexec
65255101194098	fork	138226	138224	sh	tool	moved:toolexec
65255101321466	exec	138225	138224	find	tool	none
65255101353373	exec	138226	138224	wc	tool	none
65255101775775	exit	138225	0		tool	none
65255101783457	exit	138226	0		tool	none
65255101839006	exit	138224	0		tool	none
65255101890381	fork	138227	138056	sh	tool	moved:toolexec
65255101980422	fork	138228	138227	sh	tool	moved:toolexec
65255102033074	fork	138229	138227	sh	tool	moved:toolexec
65255102153500	exec	138228	138227	find	tool	none
65255102195420	exec	138229	138227	wc	tool	none
65255102623366	exit	138228	0		tool	none
65255102633567	exit	138229	0		tool	none
65255102682613	exit	138227	0		tool	none
65255102748392	fork	138230	138056	sh	tool	moved:toolexec
65255102835866	fork	138231	138230	sh	tool	moved:toolexec
65255102881434	fork	138232	138230	sh	tool	moved:toolexec
65255103006552	exec	138231	138230	find	tool	none
65255103045490	exec	138232	138230	wc	tool	none
65255103460435	exit	138231	0		tool	none
65255103466451	exit	138232	0		tool	none
65255103518072	exit	138230	0		tool	none
65255103572285	fork	138233	138056	sh	tool	moved:toolexec
65255103684880	fork	138234	138233	sh	tool	moved:toolexec
65255103725348	fork	138235	138233	sh	tool	moved:toolexec
65255103865011	exec	138234	138233	find	tool	none
65255103889606	exec	138235	138233	wc	tool	none
65255104357386	exit	138234	0		tool	none
65255104367338	exit	138235	0		tool	none
65255104434251	exit	138233	0		tool	none
65255104488995	fork	138236	138056	sh	tool	moved:toolexec
65255104582400	fork	138237	138236	sh	tool	moved:toolexec
65255104625252	fork	138238	138236	sh	tool	moved:toolexec
65255104770204	exec	138237	138236	find	tool	none
65255104784144	exec	138238	138236	wc	tool	none
65255105234419	exit	138237	0		tool	none
65255105243573	exit	138238	0		tool	none
65255105294852	exit	138236	0		tool	none
65255105347805	fork	138239	138056	sh	tool	moved:toolexec
65255105440790	fork	138240	138239	sh	tool	moved:toolexec
65255105477249	fork	138241	138239	wc	tool	moved:toolexec
65255105612340	exec	138240	138239	find	tool	none
65255105624142	exec	138241	138239	wc	tool	none
65255106070444	exit	138240	0		tool	none
65255106075120	exit	138241	0		tool	none
65255106134798	exit	138239	0		tool	none
65255106199982	fork	138242	138056	sh	tool	moved:toolexec
65255106290229	fork	138243	138242	sh	tool	moved:toolexec
65255106328527	fork	138244	138242	sh	tool	moved:toolexec
65255106462062	exec	138243	138242	find	tool	none
65255106478172	exec	138244	138242	wc	tool	none
65255106921120	exit	138243	0		tool	none
65255106923430	exit	138244	0		tool	none
65255106977440	exit	138242	0		tool	none
65255107031181	fork	138245	138056	sh	tool	moved:toolexec
65255107125216	fork	138246	138245	sh	tool	moved:toolexec
65255107162146	fork	138247	138245	sh	tool	moved:toolexec
65255107307973	exec	138247	138245	wc	tool	none
65255107312522	exec	138246	138245	find	tool	none
65255107766289	exit	138246	0		tool	none
65255107774946	exit	138247	0		tool	none
65255107823211	exit	138245	0		tool	none
65255107874419	fork	138248	138056	sh	tool	moved:toolexec
65255107959592	fork	138249	138248	sh	tool	moved:toolexec
65255107998782	fork	138250	138248	sh	tool	moved:toolexec
65255108141314	exec	138249	138248	find	tool	none
65255108169201	exec	138250	138248	wc	tool	none
65255108608483	exit	138249	0		tool	none
65255108613997	exit	138250	0		tool	none
65255108665975	exit	138248	0		tool	none
65255108717646	fork	138251	138056	sh	tool	moved:toolexec
65255108814669	fork	138252	138251	sh	tool	moved:toolexec
65255108851537	fork	138253	138251	sh	tool	moved:toolexec
65255108978480	exec	138252	138251	find	tool	none
65255109024842	exec	138253	138251	wc	tool	none
65255109453168	exit	138252	0		tool	none
65255109467160	exit	138253	0		tool	none
65255109519164	exit	138251	0		tool	none
65255109583075	fork	138254	138056	sh	tool	moved:toolexec
65255109671659	fork	138255	138254	sh	tool	moved:toolexec
65255109709165	fork	138256	138254	sh	tool	moved:toolexec
65255109848749	exec	138255	138254	find	tool	none
65255109862980	exec	138256	138254	wc	tool	none
65255110329614	exit	138255	0		tool	none
65255110339247	exit	138256	0		tool	none
65255110393697	exit	138254	0		tool	none
65255110446306	fork	138257	138056	sh	tool	moved:toolexec
65255110543668	fork	138258	138257	sh	tool	moved:toolexec
65255110584517	fork	138259	138257	sh	tool	moved:toolexec
65255110713905	exec	138258	138257	find	tool	none
65255110747291	exec	138259	138257	wc	tool	none
65255111178120	exit	138258	0		tool	none
65255111187218	exit	138259	0		tool	none
65255111234876	exit	138257	0		tool	none
65255111285604	fork	138260	138056	sh	tool	moved:toolexec
65255111368933	fork	138261	138260	sh	tool	moved:toolexec
65255111407665	fork	138262	138260	sh	tool	moved:toolexec
65255111544717	exec	138261	138260	find	tool	none
65255111557959	exec	138262	138260	wc	tool	none
65255111988037	exit	138261	0		tool	none
65255111995119	exit	138262	0		tool	none
65255112050035	exit	138260	0		tool	none
65255112103221	fork	138263	138056	sh	tool	moved:toolexec
65255112196868	fork	138264	138263	sh	tool	moved:toolexec
65255112235084	fork	138265	138263	sh	tool	moved:toolexec
65255112359178	exec	138264	138263	find	tool	none
65255112398688	exec	138265	138263	wc	tool	none
65255112833837	exit	138264	0		tool	none
65255112844096	exit	138265	0		tool	none
65255112891000	exit	138263	0		tool	none
65255112948934	fork	138266	138056	sh	tool	moved:toolexec
65255113034822	fork	138267	138266	sh	tool	moved:toolexec
65255113073857	fork	138268	138266	sh	tool	moved:toolexec
65255113198843	exec	138267	138266	find	tool	none
65255113236785	exec	138268	138266	wc	tool	none
65255113654121	exit	138267	0		tool	none
65255113675524	exit	138268	0		tool	none
65255113724382	exit	138266	0		tool	none
65255113833068	exit	138056	0		tool	none
65258085100363	fork	138620	63405	openclaw-gatewa	agent	pending
65258086815486	exec	138620	0	sh	tool	moved:toolexec
65258087215438	exit	138620	0		tool	none
65270420412363	fork	140086	63405	openclaw-gatewa	agent	pending
65270422157609	exec	140086	63405	sh	tool	moved:toolexec
65270422562392	fork	140087	140086	find	tool	moved:toolexec
65270422618486	fork	140088	140086		tool	moved:toolexec
65270422806753	exec	140087	140086	find	tool	none
65270422861359	exec	140088	0		tool	none
65270423414937	fork	140089	140087		tool	moved:toolexec
65270423654444	exec	140089	0		tool	none
65270424505784	exit	140089	0		tool	none
65270424585801	fork	140090	140087		tool	moved:toolexec
65270424890529	exec	140090	0		tool	none
65270425631391	exit	140090	0		tool	none
65270425702318	fork	140091	140087		tool	moved:toolexec
65270425871469	exec	140091	0		tool	none
65270426790337	exit	140091	0		tool	none
65270426856338	fork	140092	140087		tool	moved:toolexec
65270427162939	exec	140092	0		tool	none
65270428068701	exit	140092	0		tool	none
65270428134217	fork	140093	140087		tool	moved:toolexec
65270428340179	exec	140093	0		tool	none
65270429157954	exit	140093	0		tool	none
65270429245568	fork	140094	140087		tool	moved:toolexec
65270429407761	exec	140094	0		tool	none
65270430127521	exit	140094	0		tool	none
65270430192330	fork	140095	140087		tool	moved:toolexec
65270430377682	exec	140095	0		tool	none
65270431219069	exit	140095	0		tool	none
65270431288246	fork	140096	140087		tool	moved:toolexec
65270431479146	exec	140096	0		tool	none
65270432195189	exit	140096	0		tool	none
65270432249779	fork	140097	140087		tool	moved:toolexec
65270432554837	exec	140097	0		tool	none
65270433469901	exit	140097	0		tool	none
65270433533881	fork	140098	140087		tool	moved:toolexec
65270433704258	exec	140098	0		tool	none
65270434395056	exit	140098	0		tool	none
65270434409297	exit	140088	0		tool	none
65270434463381	fork	140099	140087		tool	moved:toolexec
65270434634208	exec	140099	0		tool	none
65270435891828	exit	140099	0		tool	none
65270435979207	fork	140100	140087		tool	moved:toolexec
65270436148574	exec	140100	0		tool	none
65270436865350	exit	140100	0		tool	none
65270436938980	fork	140101	140087		tool	moved:toolexec
65270437113115	exec	140101	0		tool	none
65270437772144	exit	140101	0		tool	none
65270437857528	fork	140102	140087		tool	moved:toolexec
65270438021453	exec	140102	0		tool	none
65270439032311	exit	140102	0		tool	none
65270439114279	fork	140103	140087	find	tool	moved:toolexec
65270439404782	exec	140103	140087	file	tool	none
65270440130909	exit	140103	0		tool	none
65270440221602	fork	140104	140087	find	tool	moved:toolexec
65270440393591	exec	140104	140087	file	tool	none
65270441030853	exit	140104	0		tool	none
65270441149800	fork	140105	140087	find	tool	moved:toolexec
65270441467086	exec	140105	140087	file	tool	none
65270442247290	exit	140105	0		tool	none
65270442321852	fork	140106	140087	find	tool	moved:toolexec
65270442540368	exec	140106	140087	file	tool	none
65270443293884	exit	140106	0		tool	none
65270443368274	fork	140107	140087	find	tool	moved:toolexec
65270443533208	exec	140107	140087	file	tool	none
65270444359632	exit	140107	0		tool	none
65270444446555	fork	140108	140087	find	tool	moved:toolexec
65270444654050	exec	140108	140087	file	tool	none
65270445485093	exit	140108	0		tool	none
65270445547090	fork	140109	140087	find	tool	moved:toolexec
65270445729067	exec	140109	140087	file	tool	none
65270446448285	exit	140109	0		tool	none
65270446524680	fork	140110	140087	find	tool	moved:toolexec
65270446681806	exec	140110	140087	file	tool	none
65270447927849	exit	140110	0		tool	none
65270447988123	fork	140111	140087	find	tool	moved:toolexec
65270448161092	exec	140111	140087	file	tool	none
65270449231732	exit	140111	0		tool	none
65270449306364	fork	140112	140087	find	tool	moved:toolexec
65270449485486	exec	140112	140087	file	tool	none
65270450266524	exit	140112	0		tool	none
65270450362919	fork	140113	140087	find	tool	moved:toolexec
65270450553884	exec	140113	140087	file	tool	none
65270451273466	exit	140113	0		tool	none
65270451334222	fork	140114	140087	find	tool	moved:toolexec
65270451500409	exec	140114	140087	file	tool	none
65270452149100	exit	140114	0		tool	none
65270452227814	fork	140115	140087	find	tool	moved:toolexec
65270452383168	exec	140115	140087	file	tool	none
65270453010810	exit	140115	0		tool	none
65270453095167	fork	140119	140087	find	tool	moved:toolexec
65270453257353	exec	140119	140087	file	tool	none
65270453938960	exit	140119	0		tool	none
65270454019756	fork	140120	140087	find	tool	moved:toolexec
65270454239127	exec	140120	140087	file	tool	none
65270455369260	exit	140120	0		tool	none
65270455446042	fork	140122	140087	find	tool	moved:toolexec
65270455610140	exec	140122	140087	file	tool	none
65270456257864	exit	140122	0		tool	none
65270456335567	fork	140126	140087	find	tool	moved:toolexec
65270456516106	exec	140126	140087	file	tool	none
65270457332957	exit	140126	0		tool	none
65270457412885	fork	140128	140087	find	tool	moved:toolexec
65270457573155	exec	140128	140087	file	tool	none
65270458455193	exit	140128	0		tool	none
65270458542097	fork	140129	140087	find	tool	moved:toolexec
65270458706816	exec	140129	140087	file	tool	none
65270459439108	exit	140129	0		tool	none
65270459497135	fork	140130	140087	find	tool	moved:toolexec
65270459658801	exec	140130	140087	file	tool	none
65270460578589	exit	140130	0		tool	none
65270460653390	fork	140131	140087	find	tool	moved:toolexec
65270460821251	exec	140131	140087	file	tool	none
65270461454003	exit	140131	0		tool	none
65270461516556	fork	140132	140087	find	tool	moved:toolexec
65270461716452	exec	140132	140087	file	tool	none
65270462820526	exit	140132	0		tool	none
65270462877423	fork	140133	140087	find	tool	moved:toolexec
65270463039862	exec	140133	140087	file	tool	none
65270464071280	exit	140133	0		tool	none
65270464145908	fork	140134	140087	find	tool	moved:toolexec
65270464316043	exec	140134	140087	file	tool	none
65270465074621	exit	140134	0		tool	none
65270465135719	fork	140135	140087	find	tool	moved:toolexec
65270465294380	exec	140135	140087	file	tool	none
65270466039859	exit	140135	0		tool	none
65270466102226	fork	140136	140087	find	tool	moved:toolexec
65270466265349	exec	140136	140087	file	tool	none
65270467053124	exit	140136	0		tool	none
65270467140954	fork	140137	140087	find	tool	moved:toolexec
65270467434047	exec	140137	140087	file	tool	none
65270468182300	exit	140137	0		tool	none
65270468255943	fork	140138	140087	find	tool	moved:toolexec
65270468548040	exec	140138	140087	file	tool	none
65270469311948	exit	140138	0		tool	none
65270469397412	fork	140139	140087	find	tool	moved:toolexec
65270469721255	exec	140139	140087	file	tool	none
65270470498000	exit	140139	0		tool	none
65270470641853	exit	140087	0		tool	none
65270470845082	fork	140140	140086	sh	tool	moved:toolexec
65270471177990	exec	140140	140086	find	tool	none
65270472257657	exit	140140	0		tool	none
65270472328822	fork	140141	140086	sh	tool	moved:toolexec
65270472507693	exec	140141	140086	file	tool	none
65270473233408	exit	140141	0		tool	none
65270473282693	fork	140142	140086	sh	tool	moved:toolexec
65270473355463	fork	140143	140086	sh	tool	moved:toolexec
65270473497867	exit	140142	0		tool	none
65270473662832	exec	140143	140086	grep	tool	none
65270474190006	exit	140143	0		tool	none
65270474236392	fork	140144	140086	sh	tool	moved:toolexec
65270474445572	exec	140144	140086	file	tool	none
65270475115685	exit	140144	0		tool	none
65270475157194	fork	140145	140086	sh	tool	moved:toolexec
65270475202585	fork	140146	140086	sh	tool	moved:toolexec
65270475269582	exit	140145	0		tool	none
65270475382800	exec	140146	140086	grep	tool	none
65270475845394	exit	140146	0		tool	none
65270475894159	fork	140147	140086	sh	tool	moved:toolexec
65270476056646	exec	140147	140086	file	tool	none
65270476949571	exit	140147	0		tool	none
65270476994960	fork	140148	140086	sh	tool	moved:toolexec
65270477040208	fork	140149	140086	sh	tool	moved:toolexec
65270477133905	exit	140148	0		tool	none
65270477215583	exec	140149	140086	grep	tool	none
65270477684109	exit	140149	0		tool	none
65270477735499	fork	140150	140086	sh	tool	moved:toolexec
65270477897523	exec	140150	140086	file	tool	none
65270478722154	exit	140150	0		tool	none
65270478760559	fork	140151	140086	sh	tool	moved:toolexec
65270478799109	fork	140152	140086	sh	tool	moved:toolexec
65270478873482	exit	140151	0		tool	none
65270478970385	exec	140152	140086	grep	tool	none
65270479418981	exit	140152	0		tool	none
65270479475649	fork	140153	140086	sh	tool	moved:toolexec
65270479642161	exec	140153	140086	file	tool	none
65270480381487	exit	140153	0		tool	none
65270480421331	fork	140154	140086	sh	tool	moved:toolexec
65270480459717	fork	140155	140086	sh	tool	moved:toolexec
65270480532066	exit	140154	0		tool	none
65270480621495	exec	140155	140086	grep	tool	none
65270481057042	exit	140155	0		tool	none
65270481104211	fork	140156	140086	sh	tool	moved:toolexec
65270481270833	exec	140156	140086	file	tool	none
65270481955234	exit	140156	0		tool	none
65270481998164	fork	140157	140086	sh	tool	moved:toolexec
65270482041766	fork	140158	140086	sh	tool	moved:toolexec
65270482116452	exit	140157	0		tool	none
65270482215794	exec	140158	140086	grep	tool	none
65270482664943	exit	140158	0		tool	none
65270482713549	fork	140159	140086	sh	tool	moved:toolexec
65270482866154	exec	140159	140086	file	tool	none
65270483697049	exit	140159	0		tool	none
65270483743243	fork	140160	140086	sh	tool	moved:toolexec
65270483786849	fork	140161	140086	sh	tool	moved:toolexec
65270483855422	exit	140160	0		tool	none
65270483947165	exec	140161	140086	grep	tool	none
65270484383314	exit	140161	0		tool	none
65270484429571	fork	140162	140086	sh	tool	moved:toolexec
65270484597251	exec	140162	140086	file	tool	none
65270485304196	exit	140162	0		tool	none
65270485344960	fork	140163	140086	sh	tool	moved:toolexec
65270485390683	fork	140164	140086	sh	tool	moved:toolexec
65270485459156	exit	140163	0		tool	none
65270485559579	exec	140164	140086	grep	tool	none
65270486024752	exit	140164	0		tool	none
65270486072428	fork	140165	140086	sh	tool	moved:toolexec
65270486236516	exec	140165	140086	file	tool	none
65270487073894	exit	140165	0		tool	none
65270487114991	fork	140166	140086	sh	tool	moved:toolexec
65270487155204	fork	140167	140086	sh	tool	moved:toolexec
65270487231108	exit	140166	0		tool	none
65270487329802	exec	140167	140086	grep	tool	none
65270487778924	exit	140167	0		tool	none
65270487831317	fork	140168	140086	sh	tool	moved:toolexec
65270487981695	exec	140168	140086	file	tool	none
65270488642337	exit	140168	0		tool	none
65270488682017	fork	140169	140086	sh	tool	moved:toolexec
65270488722301	fork	140170	140086	sh	tool	moved:toolexec
65270488778356	exit	140169	0		tool	none
65270488898513	exec	140170	140086	grep	tool	none
65270489347216	exit	140170	0		tool	none
65270489404989	fork	140171	140086	sh	tool	moved:toolexec
65270489561019	exec	140171	140086	file	tool	none
65270490778789	exit	140171	0		tool	none
65270490821562	fork	140172	140086	sh	tool	moved:toolexec
65270490863473	fork	140173	140086	sh	tool	moved:toolexec
65270490939538	exit	140172	0		tool	none
65270491056391	exec	140173	140086	grep	tool	none
65270491518371	exit	140173	0		tool	none
65270491566647	fork	140174	140086	sh	tool	moved:toolexec
65270491723476	exec	140174	140086	file	tool	none
65270492421972	exit	140174	0		tool	none
65270492472213	fork	140175	140086	sh	tool	moved:toolexec
65270492513052	fork	140176	140086	sh	tool	moved:toolexec
65270492574554	exit	140175	0		tool	none
65270492679205	exec	140176	140086	grep	tool	none
65270493138572	exit	140176	0		tool	none
65270493186464	fork	140177	140086	sh	tool	moved:toolexec
65270493341171	exec	140177	140086	file	tool	none
65270493984055	exit	140177	0		tool	none
65270494036149	fork	140178	140086	sh	tool	moved:toolexec
65270494076038	fork	140179	140086	sh	tool	moved:toolexec
65270494131285	exit	140178	0		tool	none
65270494248501	exec	140179	140086	grep	tool	none
65270494688674	exit	140179	0		tool	none
65270494743435	fork	140180	140086	sh	tool	moved:toolexec
65270494904068	exec	140180	140086	file	tool	none
65270495900925	exit	140180	0		tool	none
65270495949714	fork	140181	140086	sh	tool	moved:toolexec
65270495997714	fork	140182	140086	sh	tool	moved:toolexec
65270496068698	exit	140181	0		tool	none
65270496185395	exec	140182	140086	grep	tool	none
65270496647470	exit	140182	0		tool	none
65270496698623	fork	140183	140086	sh	tool	moved:toolexec
65270496868582	exec	140183	140086	file	tool	none
65270497539090	exit	140183	0		tool	none
65270497581524	fork	140184	140086	sh	tool	moved:toolexec
65270497620919	fork	140185	140086	sh	tool	moved:toolexec
65270497692479	exit	140184	0		tool	none
65270497784778	exec	140185	140086	grep	tool	none
65270498229120	exit	140185	0		tool	none
65270498281854	fork	140186	140086	sh	tool	moved:toolexec
65270498435787	exec	140186	140086	file	tool	none
65270499062307	exit	140186	0		tool	none
65270499103202	fork	140187	140086	sh	tool	moved:toolexec
65270499140721	fork	140188	140086	sh	tool	moved:toolexec
65270499327883	exit	140187	0		tool	none
65270499444577	exec	140188	140086	grep	tool	none
65270499931839	exit	140188	0		tool	none
65270499986044	fork	140189	140086	sh	tool	moved:toolexec
65270500288029	exec	140189	140086	file	tool	none
65270501038765	exit	140189	0		tool	none
65270501083452	fork	140190	140086	sh	tool	moved:toolexec
65270501120684	fork	140191	140086	sh	tool	moved:toolexec
65270501319931	exit	140190	0		tool	none
65270501415699	exec	140191	140086	grep	tool	none
65270501897976	exit	140191	0		tool	none
65270501944159	fork	140192	140086	sh	tool	moved:toolexec
65270502116057	exec	140192	140086	file	tool	none
65270502802747	exit	140192	0		tool	none
65270502848454	fork	140193	140086	sh	tool	moved:toolexec
65270502887121	fork	140194	140086	sh	tool	moved:toolexec
65270503092541	exit	140193	0		tool	none
65270503197193	exec	140194	140086	grep	tool	none
65270503676516	exit	140194	0		tool	none
65270503722599	fork	140195	140086	sh	tool	moved:toolexec
65270503887913	exec	140195	140086	file	tool	none
65270504708293	exit	140195	0		tool	none
65270504754184	fork	140198	140086	sh	tool	moved:toolexec
65270504794871	fork	140200	140086	sh	tool	moved:toolexec
65270504871405	exit	140198	0		tool	none
65270504990620	exec	140200	140086	grep	tool	none
65270505480758	exit	140200	0		tool	none
65270505525343	fork	140201	140086	sh	tool	moved:toolexec
65270505686057	exec	140201	140086	file	tool	none
65270506464500	exit	140201	0		tool	none
65270506504946	fork	140203	140086	sh	tool	moved:toolexec
65270506547821	fork	140204	140086	sh	tool	moved:toolexec
65270506619494	exit	140203	0		tool	none
65270506720914	exec	140204	140086	grep	tool	none
65270507180697	exit	140204	0		tool	none
65270507228776	fork	140205	140086	sh	tool	moved:toolexec
65270507388288	exec	140205	140086	file	tool	none
65270508098750	exit	140205	0		tool	none
65270508139411	fork	140206	140086	sh	tool	moved:toolexec
65270508185757	fork	140207	140086	sh	tool	moved:toolexec
65270508266051	exit	140206	0		tool	none
65270508353831	exec	140207	140086	grep	tool	none
65270508791272	exit	140207	0		tool	none
65270508838927	fork	140208	140086	sh	tool	moved:toolexec
65270509007195	exec	140208	140086	file	tool	none
65270510260987	exit	140208	0		tool	none
65270510299251	fork	140209	140086	sh	tool	moved:toolexec
65270510337705	fork	140210	140086	sh	tool	moved:toolexec
65270510416586	exit	140209	0		tool	none
65270510522720	exec	140210	140086	grep	tool	none
65270510977899	exit	140210	0		tool	none
65270511035049	fork	140211	140086	sh	tool	moved:toolexec
65270511189754	exec	140211	140086	file	tool	none
65270512276621	exit	140211	0		tool	none
65270512322323	fork	140212	140086	sh	tool	moved:toolexec
