# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 51K of event 'task-clock'
# Event count (approx.): 260417052875
#
# Overhead  Command  Shared Object                                      Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
# ........  .......  .................................................  .......................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.00%  python   python3.10                                         [.] 0x00000000001b62c3
     0.00%  python   python3.10                                         [.] 0x00000000001b631b
     0.00%  python   python3.10                                         [.] 0x00000000001b633b
     0.00%  python   python3.10                                         [.] 0x00000000001b63cf
     0.00%  python   python3.10                                         [.] 0x00000000001b6f56
     0.00%  python   python3.10                                         [.] 0x00000000001b7408
     0.00%  python   python3.10                                         [.] 0x00000000001b7423
     0.00%  python   python3.10                                         [.] 0x00000000001b742a
     0.00%  python   python3.10                                         [.] 0x00000000001b7550
     0.00%  python   python3.10                                         [.] 0x00000000001b7a30
     0.00%  python   python3.10                                         [.] 0x00000000001b7ae8
     0.00%  python   python3.10                                         [.] 0x00000000001b7aec
     0.00%  python   python3.10                                         [.] 0x00000000001b7af5
     0.00%  python   python3.10                                         [.] 0x00000000001b7b02
     0.00%  python   python3.10                                         [.] 0x00000000001b7b34
     0.00%  python   python3.10                                         [.] 0x00000000001b7c5e
     0.00%  python   python3.10                                         [.] 0x00000000001b7c74
     0.00%  python   python3.10                                         [.] 0x00000000001b7f40
     0.00%  python   python3.10                                         [.] 0x00000000001b7fb5
     0.00%  python   python3.10                                         [.] 0x00000000001b8010
     0.00%  python   python3.10                                         [.] 0x00000000001b80bf
     0.00%  python   python3.10                                         [.] 0x00000000001b82fa
     0.00%  python   python3.10                                         [.] 0x00000000001b8384
     0.00%  python   python3.10                                         [.] 0x00000000001b84c0
     0.00%  python   python3.10                                         [.] 0x00000000001b8611
     0.00%  python   python3.10                                         [.] 0x00000000001b8bbd
     0.00%  python   python3.10                                         [.] 0x00000000001b8fd0
     0.00%  python   python3.10                                         [.] 0x00000000001b93e6
     0.00%  python   python3.10                                         [.] 0x00000000001b9e1d
     0.00%  python   python3.10                                         [.] 0x00000000001b9e2f
     0.00%  python   python3.10                                         [.] 0x00000000001b9e3f
     0.00%  python   python3.10                                         [.] 0x00000000001b9e99
     0.00%  python   python3.10                                         [.] 0x00000000001b9ed2
     0.00%  python   python3.10                                         [.] 0x00000000001ba375
     0.00%  python   python3.10                                         [.] 0x00000000001ba850
     0.00%  python   python3.10                                         [.] 0x00000000001bb531
     0.00%  python   python3.10                                         [.] 0x00000000001bb807
     0.00%  python   python3.10                                         [.] 0x00000000001bb820
     0.00%  python   python3.10                                         [.] 0x00000000001bba75
     0.00%  python   python3.10                                         [.] 0x00000000001bc11e
     0.00%  python   python3.10                                         [.] 0x00000000001bc13f
     0.00%  python   python3.10                                         [.] 0x00000000001bc159
     0.00%  python   python3.10                                         [.] 0x00000000001bc340
     0.00%  python   python3.10                                         [.] 0x00000000001bd0f8
     0.00%  python   python3.10                                         [.] 0x00000000001be69c
     0.00%  python   python3.10                                         [.] 0x00000000001be6e8
     0.00%  python   python3.10                                         [.] 0x00000000001bec30
     0.00%  python   python3.10                                         [.] 0x00000000001bfb42
     0.00%  python   python3.10                                         [.] 0x00000000001bfd0f
     0.00%  python   python3.10                                         [.] 0x00000000001c2500
     0.00%  python   python3.10                                         [.] 0x00000000001c2580
     0.00%  python   python3.10                                         [.] 0x00000000001c25c1
     0.00%  python   python3.10                                         [.] 0x00000000001c25fa
     0.00%  python   python3.10                                         [.] 0x00000000001c2748
     0.00%  python   python3.10                                         [.] 0x00000000001c276a
     0.00%  python   python3.10                                         [.] 0x00000000001c28d2
     0.00%  python   python3.10                                         [.] 0x00000000001c29d0
     0.00%  python   python3.10                                         [.] 0x00000000001c2cdb
     0.00%  python   python3.10                                         [.] 0x00000000001c2d7a
     0.00%  python   python3.10                                         [.] 0x00000000001c2d89
     0.00%  python   python3.10                                         [.] 0x00000000001c33a2
     0.00%  python   python3.10                                         [.] 0x00000000001c3431
     0.00%  python   python3.10                                         [.] 0x00000000001c34c3
     0.00%  python   python3.10                                         [.] 0x00000000001c3526
     0.00%  python   python3.10                                         [.] 0x00000000001c3735
     0.00%  python   python3.10                                         [.] 0x00000000001c375d
     0.00%  python   python3.10                                         [.] 0x00000000001c3a40
     0.00%  python   python3.10                                         [.] 0x00000000001c3e50
     0.00%  python   python3.10                                         [.] 0x00000000001c44f0
     0.00%  python   python3.10                                         [.] 0x00000000001c4501
     0.00%  python   python3.10                                         [.] 0x00000000001c450b
     0.00%  python   python3.10                                         [.] 0x00000000001c4517
     0.00%  python   python3.10                                         [.] 0x00000000001c452c
     0.00%  python   python3.10                                         [.] 0x00000000001c4535
     0.00%  python   python3.10                                         [.] 0x00000000001c4b01
     0.00%  python   python3.10                                         [.] 0x00000000001c4bc6
     0.00%  python   python3.10                                         [.] 0x00000000001c4be9
     0.00%  python   python3.10                                         [.] 0x00000000001c4faa
     0.00%  python   python3.10                                         [.] 0x00000000001c566f
     0.00%  python   python3.10                                         [.] 0x00000000001c7728
     0.00%  python   python3.10                                         [.] 0x00000000001c7772
     0.00%  python   python3.10                                         [.] 0x00000000001c7784
     0.00%  python   python3.10                                         [.] 0x00000000001c7878
     0.00%  python   python3.10                                         [.] 0x00000000001c78ae
     0.00%  python   python3.10                                         [.] 0x00000000001c78b5
     0.00%  python   python3.10                                         [.] 0x00000000001c7b70
     0.00%  python   python3.10                                         [.] 0x00000000001c879d
     0.00%  python   python3.10                                         [.] 0x00000000001c88c3
     0.00%  python   python3.10                                         [.] 0x00000000001c88e7
     0.00%  python   python3.10                                         [.] 0x00000000001c88ec
     0.00%  python   python3.10                                         [.] 0x00000000001c88ff
     0.00%  python   python3.10                                         [.] 0x00000000001c89a4
     0.00%  python   python3.10                                         [.] 0x00000000001c8a1d
     0.00%  python   python3.10                                         [.] 0x00000000001c8a62
     0.00%  python   python3.10                                         [.] 0x00000000001c8ab2
     0.00%  python   python3.10                                         [.] 0x00000000001c93a0
     0.00%  python   python3.10                                         [.] 0x00000000001c93da
     0.00%  python   python3.10                                         [.] 0x00000000001c9415
     0.00%  python   python3.10                                         [.] 0x00000000001c9d79
     0.00%  python   python3.10                                         [.] 0x00000000001ca316
     0.00%  python   python3.10                                         [.] 0x00000000001ca38c
     0.00%  python   python3.10                                         [.] 0x00000000001ca549
     0.00%  python   python3.10                                         [.] 0x00000000001cb47e
     0.00%  python   python3.10                                         [.] 0x00000000001cb48f
     0.00%  python   python3.10                                         [.] 0x00000000001ccaa3
     0.00%  python   python3.10                                         [.] 0x00000000001cd9f9
     0.00%  python   python3.10                                         [.] 0x00000000001cda05
     0.00%  python   python3.10                                         [.] 0x00000000001d0db4
     0.00%  python   python3.10                                         [.] 0x00000000001d0e7d
     0.00%  python   python3.10                                         [.] 0x00000000001d13ea
     0.00%  python   python3.10                                         [.] 0x00000000001d167e
     0.00%  python   python3.10                                         [.] 0x00000000001d170f
     0.00%  python   python3.10                                         [.] 0x00000000001d1c5b
     0.00%  python   python3.10                                         [.] 0x00000000001d1c64
     0.00%  python   python3.10                                         [.] 0x00000000001d1c6b
     0.00%  python   python3.10                                         [.] 0x00000000001d1cf2
     0.00%  python   python3.10                                         [.] 0x00000000001d1f7e
     0.00%  python   python3.10                                         [.] 0x00000000001d24c1
     0.00%  python   python3.10                                         [.] 0x00000000001d26e8
     0.00%  python   python3.10                                         [.] 0x00000000001d2853
     0.00%  python   python3.10                                         [.] 0x00000000001d35bf
     0.00%  python   python3.10                                         [.] 0x00000000001d35d6
     0.00%  python   python3.10                                         [.] 0x00000000001d35dc
     0.00%  python   python3.10                                         [.] 0x00000000001d3ec0
     0.00%  python   python3.10                                         [.] 0x00000000001d3f39
     0.00%  python   python3.10                                         [.] 0x00000000001d403d
     0.00%  python   python3.10                                         [.] 0x00000000001d4111
     0.00%  python   python3.10                                         [.] 0x00000000001d435a
     0.00%  python   python3.10                                         [.] 0x00000000001d46f5
     0.00%  python   python3.10                                         [.] 0x00000000001d5d4e
     0.00%  python   python3.10                                         [.] 0x00000000001d5ddf
     0.00%  python   python3.10                                         [.] 0x00000000001d60e0
     0.00%  python   python3.10                                         [.] 0x00000000001d6357
     0.00%  python   python3.10                                         [.] 0x00000000001d658b
     0.00%  python   python3.10                                         [.] 0x00000000001d65ab
     0.00%  python   python3.10                                         [.] 0x00000000001d6ea5
     0.00%  python   python3.10                                         [.] 0x00000000001d74ab
     0.00%  python   python3.10                                         [.] 0x00000000001d8f0b
     0.00%  python   python3.10                                         [.] 0x00000000001d8fe3
     0.00%  python   python3.10                                         [.] 0x00000000001d901d
     0.00%  python   python3.10                                         [.] 0x00000000001d9026
     0.00%  python   python3.10                                         [.] 0x00000000001d9b00
     0.00%  python   python3.10                                         [.] 0x00000000001da3fd
     0.00%  python   python3.10                                         [.] 0x00000000001da433
     0.00%  python   python3.10                                         [.] 0x00000000001da9da
     0.00%  python   python3.10                                         [.] 0x00000000001db1d0
     0.00%  python   python3.10                                         [.] 0x00000000001db24d
     0.00%  python   python3.10                                         [.] 0x00000000001db728
     0.00%  python   python3.10                                         [.] 0x00000000001dc422
     0.00%  python   python3.10                                         [.] 0x00000000001dc63e
     0.00%  python   python3.10                                         [.] 0x00000000001dc868
     0.00%  python   python3.10                                         [.] 0x00000000001dc8a5
     0.00%  python   python3.10                                         [.] 0x00000000001de59f
     0.00%  python   python3.10                                         [.] 0x00000000001de86f
     0.00%  python   python3.10                                         [.] 0x00000000001de8de
     0.00%  python   python3.10                                         [.] 0x00000000001de8f1
     0.00%  python   python3.10                                         [.] 0x00000000001de94e
     0.00%  python   python3.10                                         [.] 0x00000000001de969
     0.00%  python   python3.10                                         [.] 0x00000000001de9b5
     0.00%  python   python3.10                                         [.] 0x00000000001de9fc
     0.00%  python   python3.10                                         [.] 0x00000000001dead5
     0.00%  python   python3.10                                         [.] 0x00000000001df0d0
     0.00%  python   python3.10                                         [.] 0x00000000001df1cd
     0.00%  python   python3.10                                         [.] 0x00000000001df4ef
     0.00%  python   python3.10                                         [.] 0x00000000001dfd6c
     0.00%  python   python3.10                                         [.] 0x00000000001dfd7d
     0.00%  python   python3.10                                         [.] 0x00000000001e0b36
     0.00%  python   python3.10                                         [.] 0x00000000001e0da1
     0.00%  python   python3.10                                         [.] 0x00000000001e0f3d
     0.00%  python   python3.10                                         [.] 0x00000000001e0f4c
     0.00%  python   python3.10                                         [.] 0x00000000001e13cf
     0.00%  python   python3.10                                         [.] 0x00000000001e1407
     0.00%  python   python3.10                                         [.] 0x00000000001e1418
     0.00%  python   python3.10                                         [.] 0x00000000001e1451
     0.00%  python   python3.10                                         [.] 0x00000000001e21a8
     0.00%  python   python3.10                                         [.] 0x00000000001e247a
     0.00%  python   python3.10                                         [.] 0x00000000001e4244
     0.00%  python   python3.10                                         [.] 0x00000000001e44e3
     0.00%  python   python3.10                                         [.] 0x00000000001e47cf
     0.00%  python   python3.10                                         [.] 0x00000000001e481a
     0.00%  python   python3.10                                         [.] 0x00000000001e48d5
     0.00%  python   python3.10                                         [.] 0x00000000001e499c
     0.00%  python   python3.10                                         [.] 0x00000000001e67a3
     0.00%  python   python3.10                                         [.] 0x00000000001e68d0
     0.00%  python   python3.10                                         [.] 0x00000000001e68f4
     0.00%  python   python3.10                                         [.] 0x00000000001e6901
     0.00%  python   python3.10                                         [.] 0x00000000001e70ba
     0.00%  python   python3.10                                         [.] 0x00000000001e9750
     0.00%  python   python3.10                                         [.] 0x00000000001ea6d6
     0.00%  python   python3.10                                         [.] 0x00000000001ea742
     0.00%  python   python3.10                                         [.] 0x00000000001ea764
     0.00%  python   python3.10                                         [.] 0x00000000001ea78e
     0.00%  python   python3.10                                         [.] 0x00000000001ea7a2
     0.00%  python   python3.10                                         [.] 0x00000000001ea805
     0.00%  python   python3.10                                         [.] 0x00000000001eaf56
     0.00%  python   python3.10                                         [.] 0x00000000001eb070
     0.00%  python   python3.10                                         [.] 0x00000000001eb37e
     0.00%  python   python3.10                                         [.] 0x00000000001ec2c7
     0.00%  python   python3.10                                         [.] 0x00000000001ec67d
     0.00%  python   python3.10                                         [.] 0x00000000001ec715
     0.00%  python   python3.10                                         [.] 0x00000000001ec737
     0.00%  python   python3.10                                         [.] 0x00000000001ec760
     0.00%  python   python3.10                                         [.] 0x00000000001ec78b
     0.00%  python   python3.10                                         [.] 0x00000000001ec7d4
     0.00%  python   python3.10                                         [.] 0x00000000001ec7e7
     0.00%  python   python3.10                                         [.] 0x00000000001ec7ed
     0.00%  python   python3.10                                         [.] 0x00000000001ec883
     0.00%  python   python3.10                                         [.] 0x00000000001ec8a4
     0.00%  python   python3.10                                         [.] 0x00000000001eca51
     0.00%  python   python3.10                                         [.] 0x00000000001ecab5
     0.00%  python   python3.10                                         [.] 0x00000000001ed1be
     0.00%  python   python3.10                                         [.] 0x00000000001edb70
     0.00%  python   python3.10                                         [.] 0x00000000001ee17b
     0.00%  python   python3.10                                         [.] 0x00000000001ef036
     0.00%  python   python3.10                                         [.] 0x00000000001ef9bf
     0.00%  python   python3.10                                         [.] 0x00000000001efb7a
     0.00%  python   python3.10                                         [.] 0x00000000001efbcd
     0.00%  python   python3.10                                         [.] 0x00000000001efd50
     0.00%  python   python3.10                                         [.] 0x00000000001efd6d
     0.00%  python   python3.10                                         [.] 0x00000000001efe80
     0.00%  python   python3.10                                         [.] 0x00000000001efe88
     0.00%  python   python3.10                                         [.] 0x00000000001eff10
     0.00%  python   python3.10                                         [.] 0x00000000001eff21
     0.00%  python   python3.10                                         [.] 0x00000000001f04a2
     0.00%  python   python3.10                                         [.] 0x00000000001f0bf6
     0.00%  python   python3.10                                         [.] 0x00000000001f0d4f
     0.00%  python   python3.10                                         [.] 0x00000000001f1489
     0.00%  python   python3.10                                         [.] 0x00000000001f1529
     0.00%  python   python3.10                                         [.] 0x00000000001f164b
     0.00%  python   python3.10                                         [.] 0x00000000001f1896
     0.00%  python   python3.10                                         [.] 0x00000000001f18e8
     0.00%  python   python3.10                                         [.] 0x00000000001f1a81
     0.00%  python   python3.10                                         [.] 0x00000000001f1ab6
     0.00%  python   python3.10                                         [.] 0x00000000001f1af4
     0.00%  python   python3.10                                         [.] 0x00000000001f2049
     0.00%  python   python3.10                                         [.] 0x00000000001f214e
     0.00%  python   python3.10                                         [.] 0x00000000001f217d
     0.00%  python   python3.10                                         [.] 0x00000000001f2238
     0.00%  python   python3.10                                         [.] 0x00000000001f2430
     0.00%  python   python3.10                                         [.] 0x00000000001f2bbe
     0.00%  python   python3.10                                         [.] 0x00000000001f3567
     0.00%  python   python3.10                                         [.] 0x00000000001f3570
     0.00%  python   python3.10                                         [.] 0x00000000001f42dc
     0.00%  python   python3.10                                         [.] 0x00000000001f42e9
     0.00%  python   python3.10                                         [.] 0x00000000001f4300
     0.00%  python   python3.10                                         [.] 0x00000000001f4482
     0.00%  python   python3.10                                         [.] 0x00000000001f448c
     0.00%  python   python3.10                                         [.] 0x00000000001f4495
     0.00%  python   python3.10                                         [.] 0x00000000001f498a
     0.00%  python   python3.10                                         [.] 0x00000000001f56f8
     0.00%  python   python3.10                                         [.] 0x00000000001f57b0
     0.00%  python   python3.10                                         [.] 0x00000000001f5852
     0.00%  python   python3.10                                         [.] 0x00000000001f5866
     0.00%  python   python3.10                                         [.] 0x00000000001f592a
     0.00%  python   python3.10                                         [.] 0x00000000001f5e90
     0.00%  python   python3.10                                         [.] 0x00000000001f6e45
     0.00%  python   python3.10                                         [.] 0x00000000001f8bf3
     0.00%  python   python3.10                                         [.] 0x00000000001f8cc7
     0.00%  python   python3.10                                         [.] 0x00000000001f8d90
     0.00%  python   python3.10                                         [.] 0x00000000001f9110
     0.00%  python   python3.10                                         [.] 0x00000000001fa5a8
     0.00%  python   python3.10                                         [.] 0x00000000001fb663
     0.00%  python   python3.10                                         [.] 0x00000000001fb92c
     0.00%  python   python3.10                                         [.] 0x00000000001fba04
     0.00%  python   python3.10                                         [.] 0x00000000001fbb6a
     0.00%  python   python3.10                                         [.] 0x00000000001fbd32
     0.00%  python   python3.10                                         [.] 0x00000000001fcf8e
     0.00%  python   python3.10                                         [.] 0x00000000001fd216
     0.00%  python   python3.10                                         [.] 0x00000000001ff482
     0.00%  python   python3.10                                         [.] 0x00000000001ff49e
     0.00%  python   python3.10                                         [.] 0x00000000001ff5a6
     0.00%  python   python3.10                                         [.] 0x00000000001ff858
     0.00%  python   python3.10                                         [.] 0x00000000001ffe41
     0.00%  python   python3.10                                         [.] 0x000000000020042b
     0.00%  python   python3.10                                         [.] 0x000000000020073a
     0.00%  python   python3.10                                         [.] 0x0000000000200d0c
     0.00%  python   python3.10                                         [.] 0x00000000002010e3
     0.00%  python   python3.10                                         [.] 0x0000000000202cbc
     0.00%  python   python3.10                                         [.] 0x0000000000203693
     0.00%  python   python3.10                                         [.] 0x0000000000203806
     0.00%  python   python3.10                                         [.] 0x00000000002038a2
     0.00%  python   python3.10                                         [.] 0x000000000020394c
     0.00%  python   python3.10                                         [.] 0x0000000000203959
     0.00%  python   python3.10                                         [.] 0x000000000020472a
     0.00%  python   python3.10                                         [.] 0x00000000002052d8
     0.00%  python   python3.10                                         [.] 0x0000000000205314
     0.00%  python   python3.10                                         [.] 0x0000000000205396
     0.00%  python   python3.10                                         [.] 0x0000000000206080
     0.00%  python   python3.10                                         [.] 0x00000000002060b5
     0.00%  python   python3.10                                         [.] 0x0000000000206102
     0.00%  python   python3.10                                         [.] 0x000000000020695a
     0.00%  python   python3.10                                         [.] 0x00000000002088a3
     0.00%  python   python3.10                                         [.] 0x0000000000208a8e
     0.00%  python   python3.10                                         [.] 0x00000000002095bd
     0.00%  python   python3.10                                         [.] 0x0000000000209634
     0.00%  python   python3.10                                         [.] 0x000000000020b43c
     0.00%  python   python3.10                                         [.] 0x000000000020b73a
     0.00%  python   python3.10                                         [.] 0x000000000020cc5a
     0.00%  python   python3.10                                         [.] 0x000000000020ccb7
     0.00%  python   python3.10                                         [.] 0x000000000020e861
     0.00%  python   python3.10                                         [.] 0x000000000020f87d
     0.00%  python   python3.10                                         [.] 0x000000000020f97a
     0.00%  python   python3.10                                         [.] 0x000000000020f9bc
     0.00%  python   python3.10                                         [.] 0x000000000020f9f9
     0.00%  python   python3.10                                         [.] 0x0000000000213028
     0.00%  python   python3.10                                         [.] 0x0000000000213052
     0.00%  python   python3.10                                         [.] 0x000000000021306a
     0.00%  python   python3.10                                         [.] 0x00000000002130b8
     0.00%  python   python3.10                                         [.] 0x00000000002155a0
     0.00%  python   python3.10                                         [.] 0x0000000000215836
     0.00%  python   python3.10                                         [.] 0x00000000002165b6
     0.00%  python   python3.10                                         [.] 0x000000000021672c
     0.00%  python   python3.10                                         [.] 0x0000000000216dc0
     0.00%  python   python3.10                                         [.] 0x00000000002173a6
     0.00%  python   python3.10                                         [.] 0x000000000021a9fb
     0.00%  python   python3.10                                         [.] 0x000000000021aa39
     0.00%  python   python3.10                                         [.] 0x000000000021c6a6
     0.00%  python   python3.10                                         [.] 0x000000000021d051
     0.00%  python   python3.10                                         [.] 0x000000000021e5ac
     0.00%  python   python3.10                                         [.] 0x000000000021e5e0
     0.00%  python   python3.10                                         [.] 0x000000000021eb4a
     0.00%  python   python3.10                                         [.] 0x00000000002202c5
     0.00%  python   python3.10                                         [.] 0x0000000000220307
     0.00%  python   python3.10                                         [.] 0x0000000000220317
     0.00%  python   python3.10                                         [.] 0x0000000000220326
     0.00%  python   python3.10                                         [.] 0x000000000022032c
     0.00%  python   python3.10                                         [.] 0x0000000000220333
     0.00%  python   python3.10                                         [.] 0x000000000022034b
     0.00%  python   python3.10                                         [.] 0x000000000022035c
     0.00%  python   python3.10                                         [.] 0x0000000000220362
     0.00%  python   python3.10                                         [.] 0x000000000022037f
     0.00%  python   python3.10                                         [.] 0x0000000000220393
     0.00%  python   python3.10                                         [.] 0x0000000000220470
     0.00%  python   python3.10                                         [.] 0x00000000002204c2
     0.00%  python   python3.10                                         [.] 0x00000000002205c2
     0.00%  python   python3.10                                         [.] 0x0000000000220770
     0.00%  python   python3.10                                         [.] 0x000000000022079a
     0.00%  python   python3.10                                         [.] 0x000000000022079d
     0.00%  python   python3.10                                         [.] 0x0000000000220849
     0.00%  python   python3.10                                         [.] 0x000000000022086e
     0.00%  python   python3.10                                         [.] 0x0000000000220897
     0.00%  python   python3.10                                         [.] 0x0000000000220908
     0.00%  python   python3.10                                         [.] 0x0000000000220915
     0.00%  python   python3.10                                         [.] 0x0000000000220a6b
     0.00%  python   python3.10                                         [.] 0x0000000000220a9f
     0.00%  python   python3.10                                         [.] 0x0000000000220ab7
     0.00%  python   python3.10                                         [.] 0x0000000000220ada
     0.00%  python   python3.10                                         [.] 0x0000000000220aec
     0.00%  python   python3.10                                         [.] 0x0000000000220b2e
     0.00%  python   python3.10                                         [.] 0x0000000000220c14
     0.00%  python   python3.10                                         [.] 0x0000000000220c3e
     0.00%  python   python3.10                                         [.] 0x0000000000220c84
     0.00%  python   python3.10                                         [.] 0x0000000000220c90
     0.00%  python   python3.10                                         [.] 0x0000000000220d6d
     0.00%  python   python3.10                                         [.] 0x0000000000220d90
     0.00%  python   python3.10                                         [.] 0x0000000000220dbf
     0.00%  python   python3.10                                         [.] 0x0000000000220e5d
     0.00%  python   python3.10                                         [.] 0x0000000000220ee5
     0.00%  python   python3.10                                         [.] 0x0000000000220f22
     0.00%  python   python3.10                                         [.] 0x0000000000220f33
     0.00%  python   python3.10                                         [.] 0x0000000000220f50
     0.00%  python   python3.10                                         [.] 0x0000000000220f63
     0.00%  python   python3.10                                         [.] 0x0000000000220f76
     0.00%  python   python3.10                                         [.] 0x0000000000220f80
     0.00%  python   python3.10                                         [.] 0x0000000000220f86
     0.00%  python   python3.10                                         [.] 0x0000000000220fd7
     0.00%  python   python3.10                                         [.] 0x0000000000220fe4
     0.00%  python   python3.10                                         [.] 0x0000000000221000
     0.00%  python   python3.10                                         [.] 0x0000000000221009
     0.00%  python   python3.10                                         [.] 0x00000000002210d6
     0.00%  python   python3.10                                         [.] 0x00000000002210da
     0.00%  python   python3.10                                         [.] 0x00000000002212c0
     0.00%  python   python3.10                                         [.] 0x0000000000221354
     0.00%  python   python3.10                                         [.] 0x00000000002214a0
     0.00%  python   python3.10                                         [.] 0x00000000002214f6
     0.00%  python   python3.10                                         [.] 0x000000000022156b
     0.00%  python   python3.10                                         [.] 0x0000000000221574
     0.00%  python   python3.10                                         [.] 0x0000000000221685
     0.00%  python   python3.10                                         [.] 0x0000000000221887
     0.00%  python   python3.10                                         [.] 0x00000000002219f5
     0.00%  python   python3.10                                         [.] 0x0000000000221a4d
     0.00%  python   python3.10                                         [.] 0x0000000000221b25
     0.00%  python   python3.10                                         [.] 0x000000000022209a
     0.00%  python   python3.10                                         [.] 0x0000000000222f6e
     0.00%  python   python3.10                                         [.] 0x0000000000223ed0
     0.00%  python   python3.10                                         [.] 0x0000000000223f4a
     0.00%  python   python3.10                                         [.] 0x00000000002251e0
     0.00%  python   python3.10                                         [.] 0x0000000000225580
     0.00%  python   python3.10                                         [.] 0x0000000000225586
     0.00%  python   python3.10                                         [.] 0x00000000002255b8
     0.00%  python   python3.10                                         [.] 0x00000000002255c9
     0.00%  python   python3.10                                         [.] 0x0000000000226269
     0.00%  python   python3.10                                         [.] 0x000000000022664e
     0.00%  python   python3.10                                         [.] 0x00000000002266d3
     0.00%  python   python3.10                                         [.] 0x000000000022a325
     0.00%  python   python3.10                                         [.] 0x000000000022f2c6
     0.00%  python   python3.10                                         [.] 0x000000000022f393
     0.00%  python   python3.10                                         [.] 0x000000000022fd73
     0.00%  python   python3.10                                         [.] 0x000000000022ff1f
     0.00%  python   python3.10                                         [.] 0x000000000022ff2e
     0.00%  python   python3.10                                         [.] 0x000000000022ff37
     0.00%  python   python3.10                                         [.] 0x000000000022ff3e
     0.00%  python   python3.10                                         [.] 0x000000000022ff45
     0.00%  python   python3.10                                         [.] 0x000000000022ff48
     0.00%  python   python3.10                                         [.] 0x000000000022ff66
     0.00%  python   python3.10                                         [.] 0x000000000022ff6e
     0.00%  python   python3.10                                         [.] 0x000000000022ff83
     0.00%  python   python3.10                                         [.] 0x000000000022ff91
     0.00%  python   python3.10                                         [.] 0x0000000000230190
     0.00%  python   python3.10                                         [.] 0x0000000000230454
     0.00%  python   python3.10                                         [.] 0x0000000000230467
     0.00%  python   python3.10                                         [.] 0x00000000002309b6
     0.00%  python   python3.10                                         [.] 0x00000000002309bd
     0.00%  python   python3.10                                         [.] 0x0000000000230abb
     0.00%  python   python3.10                                         [.] 0x000000000023174d
     0.00%  python   python3.10                                         [.] 0x000000000023397b
     0.00%  python   python3.10                                         [.] 0x0000000000235fe0
     0.00%  python   python3.10                                         [.] 0x00000000002389ce
     0.00%  python   python3.10                                         [.] 0x00000000002418c2
     0.00%  python   python3.10                                         [.] 0x0000000000241932
     0.00%  python   python3.10                                         [.] 0x0000000000255d06
     0.00%  python   python3.10                                         [.] 0x00000000002595d8
     0.00%  python   python3.10                                         [.] 0x000000000025a460
     0.00%  python   python3.10                                         [.] 0x000000000025b33f
     0.00%  python   python3.10                                         [.] 0x000000000025b450
     0.00%  python   python3.10                                         [.] 0x000000000025ce8a
     0.00%  python   python3.10                                         [.] 0x0000000000264a0f
     0.00%  python   python3.10                                         [.] 0x00000000002654b1
     0.00%  python   python3.10                                         [.] 0x0000000000265c10
     0.00%  python   python3.10                                         [.] 0x0000000000265f4f
     0.00%  python   python3.10                                         [.] 0x0000000000265fd6
     0.00%  python   python3.10                                         [.] 0x0000000000266770
     0.00%  python   python3.10                                         [.] 0x0000000000266978
     0.00%  python   python3.10                                         [.] 0x00000000002676a0
     0.00%  python   python3.10                                         [.] 0x000000000026a7f5
     0.00%  python   python3.10                                         [.] 0x000000000026b040
     0.00%  python   python3.10                                         [.] 0x000000000026bca7
     0.00%  python   python3.10                                         [.] 0x000000000026d480
     0.00%  python   python3.10                                         [.] 0x000000000026fcb9
     0.00%  python   python3.10                                         [.] 0x000000000026fdbf
     0.00%  python   python3.10                                         [.] 0x000000000026fe5a
     0.00%  python   python3.10                                         [.] 0x000000000026fef0
     0.00%  python   python3.10                                         [.] 0x0000000000274e48
     0.00%  python   python3.10                                         [.] 0x0000000000275990
     0.00%  python   python3.10                                         [.] 0x0000000000278ad0
     0.00%  python   python3.10                                         [.] 0x0000000000278e02
     0.00%  python   python3.10                                         [.] 0x0000000000278e84
     0.00%  python   python3.10                                         [.] 0x0000000000278f0e
     0.00%  python   python3.10                                         [.] 0x00000000002792d8
     0.00%  python   python3.10                                         [.] 0x0000000000279309
     0.00%  python   python3.10                                         [.] 0x0000000000279330
     0.00%  python   python3.10                                         [.] 0x0000000000279360
     0.00%  python   python3.10                                         [.] 0x0000000000279708
     0.00%  python   python3.10                                         [.] 0x0000000000279b31
     0.00%  python   python3.10                                         [.] 0x0000000000279c9e
     0.00%  python   python3.10                                         [.] 0x000000000027a860
     0.00%  python   python3.10                                         [.] 0x000000000027c219
     0.00%  python   python3.10                                         [.] 0x000000000027c682
     0.00%  python   python3.10                                         [.] 0x000000000027d16e
     0.00%  python   python3.10                                         [.] 0x000000000027e09c
     0.00%  python   python3.10                                         [.] 0x000000000027ef41
     0.00%  python   python3.10                                         [.] 0x000000000027efe6
     0.00%  python   python3.10                                         [.] 0x0000000000280198
     0.00%  python   python3.10                                         [.] 0x0000000000282600
     0.00%  python   python3.10                                         [.] 0x0000000000284680
     0.00%  python   python3.10                                         [.] 0x0000000000284685
     0.00%  python   python3.10                                         [.] 0x00000000002866d0
     0.00%  python   python3.10                                         [.] 0x0000000000288b4d
